VariablesInteres,VariablesCondicionadas,VariablesMarginalizadas,TiempoEjecucion(us),EstadosEvaluados
6,0,14,74781.99,1048576
6,0,14,86746.07,1048576
6,0,14,97244.84,1048576
6,0,14,96851.21,1048576
6,0,14,76406.93,1048576
6,1,13,34957.63,1048576
6,1,13,45992.78,1048576
6,1,13,46389.02,1048576
6,1,13,47718.93,1048576
6,1,13,40059.92,1048576
6,1,13,35491.18,1048576
6,1,13,50334.85,1048576
6,1,13,37077.12,1048576
6,1,13,40126.01,1048576
6,1,13,33563.03,1048576
6,1,13,44844.23,1048576
6,1,13,38088.19,1048576
6,1,13,33365.15,1048576
6,1,13,51545.74,1048576
6,1,13,43038.85,1048576
6,1,13,48222.16,1048576
6,1,13,35389.28,1048576
6,1,13,49179.97,1048576
6,1,13,39524.55,1048576
6,1,13,45144.12,1048576
6,2,12,20630.66,1048576
6,2,12,22664.88,1048576
6,2,12,23996.13,1048576
6,2,12,23058.93,1048576
6,2,12,19331.77,1048576
6,2,12,18560.17,1048576
6,2,12,17930.73,1048576
6,2,12,23417.23,1048576
6,2,12,20141.34,1048576
6,2,12,21009.73,1048576
6,2,12,26975.02,1048576
6,2,12,26451.48,1048576
6,2,12,24800.06,1048576
6,2,12,22471.26,1048576
6,2,12,25906.56,1048576
6,2,12,26773.15,1048576
6,2,12,25536.71,1048576
6,2,12,21948.78,1048576
6,2,12,19920.75,1048576
6,2,12,21324.58,1048576
6,3,11,11180.14,1048576
6,3,11,10173.90,1048576
6,3,11,13285.49,1048576
6,3,11,13086.34,1048576
6,3,11,10187.12,1048576
6,3,11,12420.14,1048576
6,3,11,11227.46,1048576
6,3,11,10524.54,1048576
6,3,11,13722.37,1048576
6,3,11,12473.94,1048576
6,3,11,12949.52,1048576
6,3,11,13886.05,1048576
6,3,11,12583.41,1048576
6,3,11,10349.20,1048576
6,3,11,11073.70,1048576
6,3,11,10383.49,1048576
6,3,11,10489.83,1048576
6,3,11,11934.80,1048576
6,3,11,11002.40,1048576
6,3,11,10508.15,1048576
6,4,10,7113.77,1048576
6,4,10,6635.89,1048576
6,4,10,6806.85,1048576
6,4,10,6490.98,1048576
6,4,10,6358.76,1048576
6,4,10,6228.44,1048576
6,4,10,6486.53,1048576
6,4,10,6007.30,1048576
6,4,10,6706.10,1048576
6,4,10,7335.95,1048576
6,4,10,7016.57,1048576
6,4,10,7418.15,1048576
6,4,10,8160.33,1048576
6,4,10,7274.09,1048576
6,4,10,7544.98,1048576
6,4,10,6719.53,1048576
6,4,10,6773.21,1048576
6,4,10,7058.49,1048576
6,4,10,6408.15,1048576
6,4,10,6622.16,1048576
6,5,9,4089.41,1048576
6,5,9,3733.10,1048576
6,5,9,4143.87,1048576
6,5,9,3432.96,1048576
6,5,9,4037.36,1048576
6,5,9,3876.57,1048576
6,5,9,3535.56,1048576
6,5,9,4487.71,1048576
6,5,9,4279.32,1048576
6,5,9,4277.64,1048576
6,5,9,3947.48,1048576
6,5,9,4144.11,1048576
6,5,9,3938.44,1048576
6,5,9,3546.21,1048576
6,5,9,3996.92,1048576
6,5,9,3708.96,1048576
6,5,9,4068.12,1048576
6,5,9,3986.12,1048576
6,5,9,4186.26,1048576
6,5,9,3980.15,1048576
6,6,8,2913.02,1048576
6,6,8,2430.49,1048576
6,6,8,2375.48,1048576
6,6,8,2766.21,1048576
6,6,8,2621.47,1048576
6,6,8,2432.53,1048576
6,6,8,2285.62,1048576
6,6,8,2637.31,1048576
6,6,8,2571.95,1048576
6,6,8,2799.22,1048576
6,6,8,2759.81,1048576
6,6,8,2610.84,1048576
6,6,8,2687.50,1048576
6,6,8,2527.76,1048576
6,6,8,2718.09,1048576
6,6,8,2836.04,1048576
6,6,8,2325.13,1048576
6,6,8,2646.34,1048576
6,6,8,2576.97,1048576
6,6,8,2558.00,1048576
6,7,7,1727.68,1048576
6,7,7,1888.09,1048576
6,7,7,2009.18,1048576
6,7,7,1999.91,1048576
6,7,7,1766.24,1048576
6,7,7,2175.90,1048576
6,7,7,1899.63,1048576
6,7,7,1837.27,1048576
6,7,7,1826.75,1048576
6,7,7,1884.51,1048576
6,7,7,1820.75,1048576
6,7,7,1854.65,1048576
6,7,7,1800.51,1048576
6,7,7,1767.02,1048576
6,7,7,1746.05,1048576
6,7,7,1868.64,1048576
6,7,7,1792.55,1048576
6,7,7,1878.87,1048576
6,7,7,1850.90,1048576
6,7,7,1883.13,1048576
6,8,6,1500.33,1048576
6,8,6,1682.63,1048576
6,8,6,1504.99,1048576
6,8,6,1483.84,1048576
6,8,6,1489.94,1048576
6,8,6,1539.91,1048576
6,8,6,1476.61,1048576
6,8,6,1559.05,1048576
6,8,6,1420.96,1048576
6,8,6,1492.12,1048576
6,8,6,1468.98,1048576
6,8,6,1424.52,1048576
6,8,6,1428.50,1048576
6,8,6,1466.80,1048576
6,8,6,1415.45,1048576
6,8,6,1434.65,1048576
6,8,6,1421.88,1048576
6,8,6,1512.83,1048576
6,8,6,1453.42,1048576
6,8,6,1423.37,1048576
7,0,13,92301.37,1048576
7,0,13,82902.82,1048576
7,0,13,85672.60,1048576
7,0,13,85061.43,1048576
7,0,13,64485.27,1048576
7,0,13,88173.46,1048576
7,0,13,93992.62,1048576
7,0,13,96817.59,1048576
7,0,13,94578.16,1048576
7,0,13,92110.35,1048576
7,0,13,78115.04,1048576
7,0,13,64764.25,1048576
7,0,13,71061.18,1048576
7,0,13,84112.26,1048576
7,0,13,88491.18,1048576
7,0,13,88925.74,1048576
7,0,13,89098.56,1048576
7,0,13,105924.18,1048576
7,0,13,85021.29,1048576
7,0,13,77879.12,1048576
7,1,12,44342.55,1048576
7,1,12,37216.63,1048576
7,1,12,33892.12,1048576
7,1,12,47406.06,1048576
7,1,12,41568.94,1048576
7,1,12,34271.54,1048576
7,1,12,46095.64,1048576
7,1,12,49684.61,1048576
7,1,12,41439.30,1048576
7,1,12,50440.39,1048576
7,1,12,48910.52,1048576
7,1,12,41920.27,1048576
7,1,12,48017.40,1048576
7,1,12,42204.93,1048576
7,1,12,34206.84,1048576
7,1,12,45098.19,1048576
7,1,12,34261.44,1048576
7,1,12,43044.99,1048576
7,1,12,50452.38,1048576
7,1,12,49157.67,1048576
7,2,11,22048.64,1048576
7,2,11,24063.31,1048576
7,2,11,27136.24,1048576
7,2,11,22251.56,1048576
7,2,11,25302.47,1048576
7,2,11,21671.61,1048576
7,2,11,19885.32,1048576
7,2,11,24840.68,1048576
7,2,11,21289.06,1048576
7,2,11,20139.18,1048576
7,2,11,24586.99,1048576
7,2,11,20999.29,1048576
7,2,11,21755.57,1048576
7,2,11,18477.93,1048576
7,2,11,22650.73,1048576
7,2,11,24427.46,1048576
7,2,11,25396.51,1048576
7,2,11,24047.26,1048576
7,2,11,26207.31,1048576
7,2,11,26365.72,1048576
7,3,10,13405.46,1048576
7,3,10,13879.00,1048576
7,3,10,11486.91,1048576
7,3,10,11767.73,1048576
7,3,10,10976.36,1048576
7,3,10,12322.54,1048576
7,3,10,11419.35,1048576
7,3,10,12338.26,1048576
7,3,10,11771.85,1048576
7,3,10,13492.28,1048576
7,3,10,12700.81,1048576
7,3,10,13127.66,1048576
7,3,10,13191.12,1048576
7,3,10,11659.31,1048576
7,3,10,10471.37,1048576
7,3,10,11895.77,1048576
7,3,10,11575.65,1048576
7,3,10,11877.37,1048576
7,3,10,12042.60,1048576
7,3,10,13208.12,1048576
7,4,9,6785.89,1048576
7,4,9,6740.05,1048576
7,4,9,6903.46,1048576
7,4,9,6293.40,1048576
7,4,9,6585.11,1048576
7,4,9,5994.66,1048576
7,4,9,6649.25,1048576
7,4,9,7263.63,1048576
7,4,9,5342.76,1048576
7,4,9,7107.73,1048576
7,4,9,7405.09,1048576
7,4,9,6854.47,1048576
7,4,9,7446.50,1048576
7,4,9,6408.65,1048576
7,4,9,7369.64,1048576
7,4,9,6929.95,1048576
7,4,9,6930.03,1048576
7,4,9,7295.43,1048576
7,4,9,6684.39,1048576
7,4,9,7133.71,1048576
7,5,8,4055.40,1048576
7,5,8,4137.19,1048576
7,5,8,4203.18,1048576
7,5,8,4216.51,1048576
7,5,8,4297.22,1048576
7,5,8,3589.97,1048576
7,5,8,4342.53,1048576
7,5,8,3856.64,1048576
7,5,8,3681.06,1048576
7,5,8,3838.56,1048576
7,5,8,4337.99,1048576
7,5,8,5170.73,1048576
7,5,8,4145.65,1048576
7,5,8,4178.01,1048576
7,5,8,3931.70,1048576
7,5,8,4259.12,1048576
7,5,8,4125.84,1048576
7,5,8,4025.23,1048576
7,5,8,4273.06,1048576
7,5,8,4116.06,1048576
7,6,7,2678.06,1048576
7,6,7,2622.65,1048576
7,6,7,2700.74,1048576
7,6,7,2755.26,1048576
7,6,7,2870.59,1048576
7,6,7,2417.64,1048576
7,6,7,2818.26,1048576
7,6,7,2343.93,1048576
7,6,7,2485.84,1048576
7,6,7,2586.97,1048576
7,6,7,3494.85,1048576
7,6,7,2576.74,1048576
7,6,7,2605.77,1048576
7,6,7,3014.41,1048576
7,6,7,2785.01,1048576
7,6,7,2506.25,1048576
7,6,7,2728.78,1048576
7,6,7,3032.38,1048576
7,6,7,2642.16,1048576
7,6,7,3091.98,1048576
7,7,6,1938.89,1048576
7,7,6,1956.09,1048576
7,7,6,1835.29,1048576
7,7,6,1904.20,1048576
7,7,6,2056.24,1048576
7,7,6,1993.22,1048576
7,7,6,1999.98,1048576
7,7,6,1859.60,1048576
7,7,6,2028.02,1048576
7,7,6,1921.36,1048576
7,7,6,1940.19,1048576
7,7,6,1845.27,1048576
7,7,6,1929.99,1048576
7,7,6,1923.83,1048576
7,7,6,2021.12,1048576
7,7,6,1943.39,1048576
7,7,6,1900.13,1048576
7,7,6,2293.06,1048576
7,7,6,1764.72,1048576
7,7,6,1861.46,1048576
7,8,5,1399.52,1048576
7,8,5,1487.55,1048576
7,8,5,1514.49,1048576
7,8,5,1516.80,1048576
7,8,5,1396.47,1048576
7,8,5,1385.75,1048576
7,8,5,1395.56,1048576
7,8,5,1406.98,1048576
7,8,5,1474.89,1048576
7,8,5,1459.15,1048576
7,8,5,1410.69,1048576
7,8,5,1433.16,1048576
7,8,5,1441.82,1048576
7,8,5,1722.87,1048576
7,8,5,1546.60,1048576
7,8,5,1363.44,1048576
7,8,5,1393.12,1048576
7,8,5,1551.52,1048576
7,8,5,1415.86,1048576
7,8,5,1354.12,1048576
8,0,12,80286.80,1048576
8,0,12,101796.34,1048576
8,0,12,82431.40,1048576
8,0,12,116739.21,1048576
8,0,12,128880.25,1048576
8,0,12,101933.16,1048576
8,0,12,101382.45,1048576
8,0,12,92606.68,1048576
8,0,12,111482.43,1048576
8,0,12,70172.80,1048576
8,0,12,93591.56,1048576
8,0,12,107267.37,1048576
8,0,12,94838.71,1048576
8,0,12,100209.53,1048576
8,0,12,108610.64,1048576
8,0,12,75170.13,1048576
8,0,12,89731.85,1048576
8,0,12,81831.40,1048576
8,0,12,75477.73,1048576
8,0,12,105806.27,1048576
8,1,11,50835.05,1048576
8,1,11,50819.34,1048576
8,1,11,52396.15,1048576
8,1,11,41472.29,1048576
8,1,11,39818.35,1048576
8,1,11,53039.88,1048576
8,1,11,44026.86,1048576
8,1,11,52015.84,1048576
8,1,11,52370.59,1048576
8,1,11,45639.44,1048576
8,1,11,39797.54,1048576
8,1,11,49300.00,1048576
8,1,11,52029.64,1048576
8,1,11,40664.72,1048576
8,1,11,43580.94,1048576
8,1,11,40040.49,1048576
8,1,11,48472.62,1048576
8,1,11,48718.23,1048576
8,1,11,46070.91,1048576
8,1,11,48189.84,1048576
8,2,10,24081.06,1048576
8,2,10,26940.01,1048576
8,2,10,22925.54,1048576
8,2,10,25890.71,1048576
8,2,10,24999.35,1048576
8,2,10,25200.17,1048576
8,2,10,24497.98,1048576
8,2,10,26050.24,1048576
8,2,10,26061.78,1048576
8,2,10,25688.47,1048576
8,2,10,25833.52,1048576
8,2,10,25809.25,1048576
8,2,10,21570.12,1048576
8,2,10,25364.60,1048576
8,2,10,23949.26,1048576
8,2,10,23840.54,1048576
8,2,10,21056.55,1048576
8,2,10,24300.99,1048576
8,2,10,21554.76,1048576
8,2,10,27101.01,1048576
8,3,9,12310.62,1048576
8,3,9,13597.83,1048576
8,3,9,13847.59,1048576
8,3,9,12922.96,1048576
8,3,9,13963.90,1048576
8,3,9,13067.54,1048576
8,3,9,15780.30,1048576
8,3,9,13195.99,1048576
8,3,9,10230.39,1048576
8,3,9,12954.70,1048576
8,3,9,12863.43,1048576
8,3,9,12014.14,1048576
8,3,9,9970.77,1048576
8,3,9,13653.71,1048576
8,3,9,12414.27,1048576
8,3,9,12747.03,1048576
8,3,9,12878.73,1048576
8,3,9,11044.92,1048576
8,3,9,13375.54,1048576
8,3,9,13107.25,1048576
8,4,8,7075.41,1048576
8,4,8,6556.30,1048576
8,4,8,6933.44,1048576
8,4,8,6937.80,1048576
8,4,8,7269.73,1048576
8,4,8,6320.38,1048576
8,4,8,6851.54,1048576
8,4,8,6838.54,1048576
8,4,8,6457.93,1048576
8,4,8,6786.32,1048576
8,4,8,6913.82,1048576
8,4,8,7486.48,1048576
8,4,8,7026.81,1048576
8,4,8,6599.11,1048576
8,4,8,7856.16,1048576
8,4,8,6164.35,1048576
8,4,8,6455.65,1048576
8,4,8,6943.84,1048576
8,4,8,5502.18,1048576
8,4,8,6889.81,1048576
8,5,7,4108.88,1048576
8,5,7,4057.50,1048576
8,5,7,4101.10,1048576
8,5,7,3811.41,1048576
8,5,7,3668.21,1048576
8,5,7,3840.39,1048576
8,5,7,3863.35,1048576
8,5,7,3968.88,1048576
8,5,7,3675.29,1048576
8,5,7,3982.16,1048576
8,5,7,3875.17,1048576
8,5,7,3801.86,1048576
8,5,7,3794.31,1048576
8,5,7,4126.74,1048576
8,5,7,4181.94,1048576
8,5,7,4210.61,1048576
8,5,7,4102.04,1048576
8,5,7,3769.37,1048576
8,5,7,4084.44,1048576
8,5,7,4175.60,1048576
8,6,6,2379.44,1048576
8,6,6,2582.16,1048576
8,6,6,2542.79,1048576
8,6,6,2534.22,1048576
8,6,6,2484.34,1048576
8,6,6,2680.12,1048576
8,6,6,2517.31,1048576
8,6,6,2581.46,1048576
8,6,6,2651.66,1048576
8,6,6,2442.67,1048576
8,6,6,2498.45,1048576
8,6,6,2434.04,1048576
8,6,6,2543.51,1048576
8,6,6,2304.25,1048576
8,6,6,2470.89,1048576
8,6,6,2511.55,1048576
8,6,6,2427.08,1048576
8,6,6,2385.31,1048576
8,6,6,2211.30,1048576
8,6,6,2434.70,1048576
8,7,5,1708.71,1048576
8,7,5,1741.96,1048576
8,7,5,1692.47,1048576
8,7,5,1756.14,1048576
8,7,5,1816.45,1048576
8,7,5,1727.74,1048576
8,7,5,1792.04,1048576
8,7,5,1698.09,1048576
8,7,5,1676.25,1048576
8,7,5,1700.46,1048576
8,7,5,1693.65,1048576
8,7,5,1662.61,1048576
8,7,5,1762.07,1048576
8,7,5,1755.28,1048576
8,7,5,1746.10,1048576
8,7,5,1805.15,1048576
8,7,5,1767.75,1048576
8,7,5,1774.48,1048576
8,7,5,1689.77,1048576
8,7,5,1687.09,1048576
8,8,4,1360.57,1048576
8,8,4,1408.47,1048576
8,8,4,1383.22,1048576
8,8,4,1328.23,1048576
8,8,4,1341.89,1048576
8,8,4,1661.12,1048576
8,8,4,1622.19,1048576
8,8,4,1409.24,1048576
8,8,4,1343.94,1048576
8,8,4,1369.80,1048576
8,8,4,1362.45,1048576
8,8,4,1361.61,1048576
8,8,4,1344.96,1048576
8,8,4,1383.52,1048576
8,8,4,1419.13,1048576
8,8,4,1355.17,1048576
8,8,4,1377.40,1048576
8,8,4,1596.50,1048576
8,8,4,1429.28,1048576
8,8,4,1415.82,1048576
9,0,11,101138.22,1048576
9,0,11,101703.57,1048576
9,0,11,94259.02,1048576
9,0,11,95308.59,1048576
9,0,11,95361.47,1048576
9,0,11,78483.86,1048576
9,0,11,96807.93,1048576
9,0,11,96613.90,1048576
9,0,11,99245.48,1048576
9,0,11,95381.06,1048576
9,0,11,94714.74,1048576
9,0,11,101519.57,1048576
9,0,11,90547.61,1048576
9,0,11,94325.12,1048576
9,0,11,95278.29,1048576
9,0,11,99851.78,1048576
9,0,11,96979.93,1048576
9,0,11,98055.09,1048576
9,0,11,97731.29,1048576
9,0,11,103354.46,1048576
9,1,10,47789.00,1048576
9,1,10,52090.64,1048576
9,1,10,48660.67,1048576
9,1,10,37776.00,1048576
9,1,10,46128.34,1048576
9,1,10,43529.87,1048576
9,1,10,49115.57,1048576
9,1,10,48545.92,1048576
9,1,10,49030.49,1048576
9,1,10,52641.92,1048576
9,1,10,50441.48,1048576
9,1,10,44561.00,1048576
9,1,10,52987.95,1048576
9,1,10,49654.88,1048576
9,1,10,40875.54,1048576
9,1,10,54513.82,1048576
9,1,10,51350.10,1048576
9,1,10,47651.21,1048576
9,1,10,48012.46,1048576
9,1,10,50161.48,1048576
9,2,9,26631.26,1048576
9,2,9,27286.81,1048576
9,2,9,26612.46,1048576
9,2,9,26371.76,1048576
9,2,9,27488.40,1048576
9,2,9,25472.83,1048576
9,2,9,24434.66,1048576
9,2,9,28359.86,1048576
9,2,9,25129.56,1048576
9,2,9,26210.20,1048576
9,2,9,25644.51,1048576
9,2,9,23534.40,1048576
9,2,9,26552.85,1048576
9,2,9,26709.34,1048576
9,2,9,27464.14,1048576
9,2,9,26214.18,1048576
9,2,9,25311.09,1048576
9,2,9,27363.96,1048576
9,2,9,23826.20,1048576
9,2,9,25349.59,1048576
9,3,8,12535.90,1048576
9,3,8,13744.30,1048576
9,3,8,14343.11,1048576
9,3,8,13373.11,1048576
9,3,8,13472.31,1048576
9,3,8,13997.11,1048576
9,3,8,13789.90,1048576
9,3,8,14671.19,1048576
9,3,8,13647.99,1048576
9,3,8,13806.66,1048576
9,3,8,13306.75,1048576
9,3,8,13466.73,1048576
9,3,8,13516.85,1048576
9,3,8,14441.64,1048576
9,3,8,13567.06,1048576
9,3,8,13029.17,1048576
9,3,8,13800.78,1048576
9,3,8,13258.39,1048576
9,3,8,13070.41,1048576
9,3,8,13718.14,1048576
9,4,7,6907.94,1048576
9,4,7,7102.42,1048576
9,4,7,7551.23,1048576
9,4,7,7491.50,1048576
9,4,7,7539.91,1048576
9,4,7,7614.06,1048576
9,4,7,7321.48,1048576
9,4,7,7692.82,1048576
9,4,7,7922.03,1048576
9,4,7,6410.90,1048576
9,4,7,7330.41,1048576
9,4,7,7053.37,1048576
9,4,7,7929.47,1048576
9,4,7,7813.95,1048576
9,4,7,7635.42,1048576
9,4,7,7456.95,1048576
9,4,7,7605.14,1048576
9,4,7,7679.83,1048576
9,4,7,7883.24,1048576
9,4,7,7435.89,1048576
9,5,6,4251.84,1048576
9,5,6,4451.37,1048576
9,5,6,4241.98,1048576
9,5,6,4403.33,1048576
9,5,6,4375.61,1048576
9,5,6,4140.97,1048576
9,5,6,4463.47,1048576
9,5,6,4358.16,1048576
9,5,6,4260.99,1048576
9,5,6,4440.97,1048576
9,5,6,4433.59,1048576
9,5,6,4520.44,1048576
9,5,6,4397.66,1048576
9,5,6,4307.44,1048576
9,5,6,4402.60,1048576
9,5,6,4662.33,1048576
9,5,6,4411.68,1048576
9,5,6,4543.98,1048576
9,5,6,4407.08,1048576
9,5,6,4587.32,1048576
9,6,5,2677.24,1048576
9,6,5,2646.56,1048576
9,6,5,2612.20,1048576
9,6,5,2450.53,1048576
9,6,5,2716.76,1048576
9,6,5,2599.03,1048576
9,6,5,2940.38,1048576
9,6,5,2743.99,1048576
9,6,5,2724.53,1048576
9,6,5,2604.84,1048576
9,6,5,2798.33,1048576
9,6,5,2682.80,1048576
9,6,5,3036.62,1048576
9,6,5,2668.53,1048576
9,6,5,2813.05,1048576
9,6,5,2714.89,1048576
9,6,5,2765.04,1048576
9,6,5,2697.19,1048576
9,6,5,2903.76,1048576
9,6,5,2702.78,1048576
9,7,4,1846.58,1048576
9,7,4,1810.64,1048576
9,7,4,1850.19,1048576
9,7,4,1841.01,1048576
9,7,4,1810.91,1048576
9,7,4,1863.13,1048576
9,7,4,1991.80,1048576
9,7,4,1915.29,1048576
9,7,4,1886.20,1048576
9,7,4,1914.04,1048576
9,7,4,1878.98,1048576
9,7,4,2012.61,1048576
9,7,4,1950.77,1048576
9,7,4,1936.24,1048576
9,7,4,2022.91,1048576
9,7,4,1946.62,1048576
9,7,4,1982.48,1048576
9,7,4,2009.12,1048576
9,7,4,1768.25,1048576
9,7,4,1939.67,1048576
9,8,3,1505.79,1048576
9,8,3,1494.66,1048576
9,8,3,1520.46,1048576
9,8,3,1504.87,1048576
9,8,3,1480.85,1048576
9,8,3,1437.08,1048576
9,8,3,1487.24,1048576
9,8,3,1486.51,1048576
9,8,3,1507.06,1048576
9,8,3,1451.29,1048576
9,8,3,1778.63,1048576
9,8,3,1547.21,1048576
9,8,3,1558.72,1048576
9,8,3,1473.41,1048576
9,8,3,1457.60,1048576
9,8,3,1525.87,1048576
9,8,3,1501.50,1048576
9,8,3,1529.76,1048576
9,8,3,1516.20,1048576
9,8,3,1660.02,1048576
10,0,10,106346.46,1048576
10,0,10,103377.40,1048576
10,0,10,96512.65,1048576
10,0,10,101898.80,1048576
10,0,10,104120.75,1048576
10,0,10,97961.09,1048576
10,0,10,103470.51,1048576
10,0,10,103673.53,1048576
10,0,10,98861.71,1048576
10,0,10,106872.80,1048576
10,0,10,107823.76,1048576
10,0,10,104659.61,1048576
10,0,10,106678.15,1048576
10,0,10,106188.54,1048576
10,0,10,88848.68,1048576
10,0,10,95855.43,1048576
10,0,10,89443.61,1048576
10,0,10,73040.37,1048576
10,0,10,97124.93,1048576
10,0,10,106373.92,1048576
10,1,9,52139.71,1048576
10,1,9,49083.81,1048576
10,1,9,50083.98,1048576
10,1,9,51722.30,1048576
10,1,9,51746.53,1048576
10,1,9,44654.25,1048576
10,1,9,54162.44,1048576
10,1,9,57952.69,1048576
10,1,9,52917.98,1048576
10,1,9,49738.68,1048576
10,1,9,53094.48,1048576
10,1,9,51704.77,1048576
10,1,9,53328.83,1048576
10,1,9,54669.37,1048576
10,1,9,52697.79,1048576
10,1,9,51956.51,1048576
10,1,9,49539.07,1048576
10,1,9,54794.74,1048576
10,1,9,49631.02,1048576
10,1,9,50429.93,1048576
10,2,8,27719.94,1048576
10,2,8,28096.55,1048576
10,2,8,27269.31,1048576
10,2,8,25350.89,1048576
10,2,8,26338.05,1048576
10,2,8,26849.67,1048576
10,2,8,26693.04,1048576
10,2,8,27327.64,1048576
10,2,8,25312.24,1048576
10,2,8,26661.80,1048576
10,2,8,27484.09,1048576
10,2,8,28013.37,1048576
10,2,8,29313.92,1048576
10,2,8,26771.91,1048576
10,2,8,25965.14,1048576
10,2,8,25258.66,1048576
10,2,8,26790.43,1048576
10,2,8,27272.88,1048576
10,2,8,26917.09,1048576
10,2,8,26969.43,1048576
10,3,7,14723.23,1048576
10,3,7,11165.43,1048576
10,3,7,14383.50,1048576
10,3,7,14117.10,1048576
10,3,7,14372.98,1048576
10,3,7,13934.74,1048576
10,3,7,14861.72,1048576
10,3,7,13855.09,1048576
10,3,7,13644.47,1048576
10,3,7,13831.62,1048576
10,3,7,13760.21,1048576
10,3,7,13106.43,1048576
10,3,7,14413.20,1048576
10,3,7,13646.34,1048576
10,3,7,14484.19,1048576
10,3,7,13944.91,1048576
10,3,7,13756.19,1048576
10,3,7,13021.13,1048576
10,3,7,14235.51,1048576
10,3,7,14066.92,1048576
10,4,6,7585.68,1048576
10,4,6,8565.54,1048576
10,4,6,7346.18,1048576
10,4,6,7615.59,1048576
10,4,6,7434.47,1048576
10,4,6,7606.21,1048576
10,4,6,7906.93,1048576
10,4,6,7949.74,1048576
10,4,6,8206.32,1048576
10,4,6,8035.28,1048576
10,4,6,8723.80,1048576
10,4,6,7766.76,1048576
10,4,6,7652.55,1048576
10,4,6,7851.87,1048576
10,4,6,7633.12,1048576
10,4,6,7853.56,1048576
10,4,6,7409.16,1048576
10,4,6,8070.34,1048576
10,4,6,7511.52,1048576
10,4,6,7505.33,1048576
10,5,5,4305.11,1048576
10,5,5,4266.05,1048576
10,5,5,4707.35,1048576
10,5,5,4431.29,1048576
10,5,5,4421.48,1048576
10,5,5,4330.06,1048576
10,5,5,4403.36,1048576
10,5,5,4285.79,1048576
10,5,5,4762.50,1048576
10,5,5,4105.68,1048576
10,5,5,4669.69,1048576
10,5,5,4249.26,1048576
10,5,5,4170.78,1048576
10,5,5,4084.46,1048576
10,5,5,4595.32,1048576
10,5,5,4646.05,1048576
10,5,5,4316.13,1048576
10,5,5,4581.92,1048576
10,5,5,4268.83,1048576
10,5,5,4245.01,1048576
10,6,4,2717.61,1048576
10,6,4,2884.03,1048576
10,6,4,2708.51,1048576
10,6,4,2648.89,1048576
10,6,4,2776.87,1048576
10,6,4,2594.51,1048576
10,6,4,2834.74,1048576
10,6,4,2819.17,1048576
10,6,4,2654.48,1048576
10,6,4,2716.68,1048576
10,6,4,2640.68,1048576
10,6,4,2604.54,1048576
10,6,4,2821.18,1048576
10,6,4,2836.04,1048576
10,6,4,2774.33,1048576
10,6,4,2762.43,1048576
10,6,4,2598.39,1048576
10,6,4,2502.04,1048576
10,6,4,3005.85,1048576
10,6,4,2876.33,1048576
10,7,3,1891.37,1048576
10,7,3,1908.19,1048576
10,7,3,1964.60,1048576
10,7,3,2021.01,1048576
10,7,3,1913.56,1048576
10,7,3,1901.91,1048576
10,7,3,1918.29,1048576
10,7,3,1910.38,1048576
10,7,3,1933.80,1048576
10,7,3,1904.79,1048576
10,7,3,1921.35,1048576
10,7,3,2168.98,1048576
10,7,3,2191.86,1048576
10,7,3,1985.26,1048576
10,7,3,1998.71,1048576
10,7,3,1997.41,1048576
10,7,3,1975.95,1048576
10,7,3,1949.46,1048576
10,7,3,2024.69,1048576
10,7,3,1799.05,1048576
10,8,2,1864.24,1048576
10,8,2,1526.17,1048576
10,8,2,1540.33,1048576
10,8,2,1574.30,1048576
10,8,2,1542.57,1048576
10,8,2,1489.17,1048576
10,8,2,1603.42,1048576
10,8,2,1571.43,1048576
10,8,2,1466.42,1048576
10,8,2,1464.21,1048576
10,8,2,1766.08,1048576
10,8,2,1606.68,1048576
10,8,2,1518.41,1048576
10,8,2,1566.40,1048576
10,8,2,1451.52,1048576
10,8,2,1486.35,1048576
10,8,2,1533.04,1048576
10,8,2,1441.63,1048576
10,8,2,1419.76,1048576
10,8,2,1710.77,1048576
